score;completeness;rescuebot_action;rescuebot_location;ben_action;ben_location;world_nr;tick_nr
3;0.125;MoveNorthWest;(10, 20);;(9, 18);1;1644
3;0.125;MoveNorthWest;(10, 20);;(9, 18);1;1645
3;0.125;MoveNorthWest;(10, 20);;(9, 18);1;1646
3;0.125;MoveNorthWest;(10, 20);;(9, 18);1;1647
3;0.125;MoveNorthWest;(9, 19);;(9, 18);1;1648
3;0.125;MoveNorth;(9, 19);;(9, 18);1;1649
3;0.125;MoveNorth;(9, 19);;(9, 18);1;1650
3;0.125;MoveNorth;(9, 19);;(9, 18);1;1651
3;0.125;MoveNorth;(9, 19);;(9, 18);1;1652
3;0.125;MoveNorth;(9, 19);;(9, 18);1;1653
3;0.125;MoveNorth;(9, 19);;(9, 18);1;1654
3;0.125;MoveNorth;(9, 19);;(9, 18);1;1655
3;0.125;MoveNorth;(9, 19);;(9, 18);1;1656
3;0.125;MoveNorth;(9, 18);;(9, 18);1;1657
3;0.125;MoveNorth;(9, 18);;(9, 18);1;1658
3;0.125;MoveNorth;(9, 18);;(9, 18);1;1659
3;0.125;MoveNorth;(9, 18);;(9, 18);1;1660
3;0.125;MoveNorth;(9, 18);;(9, 18);1;1661
3;0.125;MoveNorth;(9, 18);MoveSouth;(9, 19);1;1662
3;0.125;MoveNorth;(9, 18);;(9, 19);1;1663
3;0.125;MoveNorth;(9, 18);;(9, 19);1;1664
3;0.125;MoveNorth;(9, 18);;(9, 19);1;1665
3;0.125;MoveNorth;(9, 17);;(9, 19);1;1666
3;0.125;;(9, 17);;(9, 19);1;1667
3;0.125;;(9, 17);MoveSouth;(9, 20);1;1668
3;0.125;;(9, 17);;(9, 20);1;1669
3;0.125;;(9, 17);MoveSouth;(9, 21);1;1670
3;0.125;;(9, 17);;(9, 21);1;1671
3;0.125;;(9, 17);;(9, 21);1;1672
3;0.125;;(9, 17);MoveSouth;(9, 21);1;1673
3;0.125;;(9, 17);;(9, 21);1;1674
3;0.125;;(9, 17);;(9, 21);1;1675
3;0.125;;(9, 17);;(9, 21);1;1676
3;0.125;;(9, 17);;(9, 21);1;1677
3;0.125;;(9, 17);MoveNorth;(9, 20);1;1678
3;0.125;;(9, 17);;(9, 20);1;1679
3;0.125;;(9, 17);MoveNorth;(9, 19);1;1680
3;0.125;;(9, 17);;(9, 19);1;1681
3;0.125;;(9, 17);MoveNorth;(9, 18);1;1682
3;0.125;;(9, 17);;(9, 18);1;1683
3;0.125;;(9, 17);;(9, 18);1;1684
3;0.125;;(9, 17);;(9, 18);1;1685
3;0.125;;(9, 17);;(9, 18);1;1686
3;0.125;;(9, 17);;(9, 18);1;1687
3;0.125;;(9, 17);;(9, 18);1;1688
3;0.125;;(9, 17);MoveWest;(8, 18);1;1689
3;0.125;;(9, 17);;(8, 18);1;1690
3;0.125;;(9, 17);MoveWest;(7, 18);1;1691
3;0.125;;(9, 17);;(7, 18);1;1692
3;0.125;;(9, 17);MoveWest;(6, 18);1;1693
3;0.125;;(9, 17);MoveWest;(5, 18);1;1694
3;0.125;;(9, 17);;(5, 18);1;1695
3;0.125;;(9, 17);MoveWest;(4, 18);1;1696
3;0.125;;(9, 17);MoveWest;(3, 18);1;1697
3;0.125;;(9, 17);;(3, 18);1;1698
3;0.125;;(9, 17);MoveNorth;(3, 17);1;1699
3;0.125;;(9, 17);MoveNorth;(3, 17);1;1700
3;0.125;;(9, 17);;(3, 17);1;1701
3;0.125;;(9, 17);;(3, 17);1;1702
3;0.125;;(9, 17);;(3, 17);1;1703
3;0.125;;(9, 17);;(3, 17);1;1704
3;0.125;;(9, 17);;(3, 17);1;1705
3;0.125;;(9, 17);MoveSouth;(3, 18);1;1706
3;0.125;;(9, 17);;(3, 18);1;1707
3;0.125;;(9, 17);MoveSouth;(3, 19);1;1708
3;0.125;;(9, 17);MoveSouth;(3, 20);1;1709
3;0.125;;(9, 17);;(3, 20);1;1710
3;0.125;;(9, 17);MoveSouth;(3, 21);1;1711
3;0.125;;(9, 17);;(3, 21);1;1712
3;0.125;;(9, 17);MoveSouth;(3, 21);1;1713
3;0.125;;(9, 17);;(3, 21);1;1714
3;0.125;;(9, 17);;(3, 21);1;1715
3;0.125;;(9, 17);;(3, 21);1;1716
3;0.125;;(9, 17);;(3, 21);1;1717
3;0.125;;(9, 17);;(3, 21);1;1718
3;0.125;;(9, 17);;(3, 21);1;1719
3;0.125;;(9, 17);;(3, 21);1;1720
3;0.125;;(9, 17);;(3, 21);1;1721
3;0.125;;(9, 17);;(3, 21);1;1722
3;0.125;;(9, 17);;(3, 21);1;1723
3;0.125;;(9, 17);;(3, 21);1;1724
3;0.125;;(9, 17);;(3, 21);1;1725
3;0.125;;(9, 17);;(3, 21);1;1726
3;0.125;;(9, 17);;(3, 21);1;1727
3;0.125;;(9, 17);;(3, 21);1;1728
3;0.125;;(9, 17);;(3, 21);1;1729
3;0.125;;(9, 17);;(3, 21);1;1730
3;0.125;;(9, 17);;(3, 21);1;1731
3;0.125;;(9, 17);;(3, 21);1;1732
3;0.125;;(9, 17);;(3, 21);1;1733
3;0.125;;(9, 17);;(3, 21);1;1734
3;0.125;;(9, 17);;(3, 21);1;1735
3;0.125;;(9, 17);;(3, 21);1;1736
3;0.125;;(9, 17);;(3, 21);1;1737
3;0.125;;(9, 17);;(3, 21);1;1738
3;0.125;;(9, 17);;(3, 21);1;1739
3;0.125;;(9, 17);;(3, 21);1;1740
3;0.125;;(9, 17);;(3, 21);1;1741
3;0.125;;(9, 17);;(3, 21);1;1742
3;0.125;;(9, 17);;(3, 21);1;1743
3;0.125;;(9, 17);;(3, 21);1;1744
3;0.125;;(9, 17);;(3, 21);1;1745
3;0.125;;(9, 17);;(3, 21);1;1746
3;0.125;;(9, 17);;(3, 21);1;1747
3;0.125;;(9, 17);;(3, 21);1;1748
3;0.125;;(9, 17);;(3, 21);1;1749
3;0.125;;(9, 17);;(3, 21);1;1750
3;0.125;;(9, 17);;(3, 21);1;1751
3;0.125;;(9, 17);;(3, 21);1;1752
3;0.125;;(9, 17);;(3, 21);1;1753
3;0.125;;(9, 17);;(3, 21);1;1754
3;0.125;;(9, 17);;(3, 21);1;1755
3;0.125;;(9, 17);;(3, 21);1;1756
3;0.125;;(9, 17);;(3, 21);1;1757
3;0.125;;(9, 17);;(3, 21);1;1758
3;0.125;;(9, 17);;(3, 21);1;1759
3;0.125;;(9, 17);;(3, 21);1;1760
3;0.125;;(9, 17);;(3, 21);1;1761
3;0.125;;(9, 17);;(3, 21);1;1762
3;0.125;;(9, 17);;(3, 21);1;1763
3;0.125;;(9, 17);;(3, 21);1;1764
3;0.125;;(9, 17);;(3, 21);1;1765
3;0.125;;(9, 17);;(3, 21);1;1766
3;0.125;;(9, 17);;(3, 21);1;1767
3;0.125;;(9, 17);;(3, 21);1;1768
3;0.125;;(9, 17);;(3, 21);1;1769
3;0.125;;(9, 17);;(3, 21);1;1770
3;0.125;;(9, 17);;(3, 21);1;1771
3;0.125;;(9, 17);;(3, 21);1;1772
3;0.125;;(9, 17);;(3, 21);1;1773
3;0.125;;(9, 17);;(3, 21);1;1774
3;0.125;;(9, 17);;(3, 21);1;1775
3;0.125;;(9, 17);;(3, 21);1;1776
3;0.125;;(9, 17);;(3, 21);1;1777
3;0.125;;(9, 17);;(3, 21);1;1778
3;0.125;;(9, 17);;(3, 21);1;1779
3;0.125;;(9, 17);;(3, 21);1;1780
3;0.125;;(9, 17);;(3, 21);1;1781
3;0.125;;(9, 17);;(3, 21);1;1782
3;0.125;;(9, 17);;(3, 21);1;1783
3;0.125;;(9, 17);;(3, 21);1;1784
3;0.125;;(9, 17);;(3, 21);1;1785
3;0.125;;(9, 17);;(3, 21);1;1786
3;0.125;;(9, 17);;(3, 21);1;1787
3;0.125;;(9, 17);;(3, 21);1;1788
3;0.125;;(9, 17);;(3, 21);1;1789
3;0.125;;(9, 17);;(3, 21);1;1790
3;0.125;;(9, 17);;(3, 21);1;1791
3;0.125;;(9, 17);;(3, 21);1;1792
3;0.125;;(9, 17);;(3, 21);1;1793
3;0.125;;(9, 17);;(3, 21);1;1794
3;0.125;;(9, 17);;(3, 21);1;1795
3;0.125;;(9, 17);;(3, 21);1;1796
3;0.125;;(9, 17);;(3, 21);1;1797
3;0.125;;(9, 17);;(3, 21);1;1798
3;0.125;;(9, 17);;(3, 21);1;1799
3;0.125;;(9, 17);;(3, 21);1;1800
3;0.125;;(9, 17);;(3, 21);1;1801
3;0.125;;(9, 17);;(3, 21);1;1802
3;0.125;;(9, 17);;(3, 21);1;1803
3;0.125;;(9, 17);;(3, 21);1;1804
3;0.125;;(9, 17);;(3, 21);1;1805
3;0.125;;(9, 17);;(3, 21);1;1806
3;0.125;;(9, 17);;(3, 21);1;1807
3;0.125;;(9, 17);;(3, 21);1;1808
3;0.125;;(9, 17);;(3, 21);1;1809
3;0.125;;(9, 17);;(3, 21);1;1810
3;0.125;;(9, 17);;(3, 21);1;1811
3;0.125;;(9, 17);;(3, 21);1;1812
3;0.125;;(9, 17);;(3, 21);1;1813
3;0.125;;(9, 17);;(3, 21);1;1814
3;0.125;;(9, 17);;(3, 21);1;1815
3;0.125;;(9, 17);;(3, 21);1;1816
3;0.125;;(9, 17);;(3, 21);1;1817
3;0.125;;(9, 17);;(3, 21);1;1818
3;0.125;;(9, 17);;(3, 21);1;1819
3;0.125;;(9, 17);;(3, 21);1;1820
3;0.125;;(9, 17);;(3, 21);1;1821
3;0.125;;(9, 17);MoveEast;(4, 21);1;1822
3;0.125;;(9, 17);;(4, 21);1;1823
3;0.125;;(9, 17);;(4, 21);1;1824
3;0.125;;(9, 17);;(4, 21);1;1825
3;0.125;;(9, 17);;(4, 21);1;1826
3;0.125;;(9, 17);;(4, 21);1;1827
3;0.125;;(9, 17);;(4, 21);1;1828
3;0.125;;(9, 17);;(4, 21);1;1829
3;0.125;;(9, 17);;(4, 21);1;1830
3;0.125;;(9, 17);;(4, 21);1;1831
3;0.125;;(9, 17);CarryObjectTogether;(4, 21);1;1832
3;0.125;;(9, 17);;(4, 21);1;1833
3;0.125;;(9, 17);;(4, 21);1;1834
3;0.125;;(9, 17);;(4, 21);1;1835
3;0.125;;(9, 17);;(4, 21);1;1836
3;0.125;;(9, 17);;(4, 21);1;1837
3;0.125;;(9, 17);;(4, 21);1;1838
3;0.125;;(9, 17);;(4, 21);1;1839
3;0.125;;(9, 17);;(4, 21);1;1840
3;0.125;;(9, 17);;(4, 21);1;1841
3;0.125;;(9, 17);;(4, 21);1;1842
3;0.125;;(9, 17);;(4, 21);1;1843
3;0.125;;(9, 17);;(4, 21);1;1844
3;0.125;;(9, 17);;(4, 21);1;1845
3;0.125;;(9, 17);;(4, 21);1;1846
3;0.125;;(9, 17);;(4, 21);1;1847
3;0.125;;(9, 17);;(4, 21);1;1848
3;0.125;;(9, 17);;(4, 21);1;1849
3;0.125;;(9, 17);;(4, 21);1;1850
3;0.125;;(9, 17);;(4, 21);1;1851
3;0.125;;(9, 17);;(4, 21);1;1852
3;0.125;;(9, 17);;(4, 21);1;1853
3;0.125;;(9, 17);;(4, 21);1;1854
3;0.125;;(9, 17);;(4, 21);1;1855
3;0.125;;(9, 17);;(4, 21);1;1856
3;0.125;;(9, 17);CarryObject;(4, 21);1;1857
3;0.125;;(9, 17);;(4, 21);1;1858
3;0.125;;(9, 17);;(4, 21);1;1859
3;0.125;;(9, 17);;(4, 21);1;1860
3;0.125;;(9, 17);;(4, 21);1;1861
3;0.125;;(9, 17);;(4, 21);1;1862
3;0.125;;(9, 17);;(4, 21);1;1863
3;0.125;;(9, 17);;(4, 21);1;1864
3;0.125;;(9, 17);;(4, 21);1;1865
3;0.125;;(9, 17);MoveWest;(3, 21);1;1866
3;0.125;;(9, 17);;(3, 21);1;1867
3;0.125;;(9, 17);MoveNorth;(3, 20);1;1868
3;0.125;;(9, 17);MoveNorth;(3, 19);1;1869
3;0.125;;(9, 17);;(3, 19);1;1870
3;0.125;;(9, 17);;(3, 19);1;1871
3;0.125;;(9, 17);MoveNorth;(3, 18);1;1872
3;0.125;;(9, 17);;(3, 18);1;1873
3;0.125;;(9, 17);;(3, 18);1;1874
3;0.125;;(9, 17);;(3, 18);1;1875
3;0.125;;(9, 17);MoveEast;(4, 18);1;1876
3;0.125;;(9, 17);MoveEast;(5, 18);1;1877
3;0.125;;(9, 17);;(5, 18);1;1878
3;0.125;;(9, 17);MoveEast;(6, 18);1;1879
3;0.125;;(9, 17);;(6, 18);1;1880
3;0.125;;(9, 17);MoveEast;(7, 18);1;1881
3;0.125;;(9, 17);MoveEast;(8, 18);1;1882
3;0.125;;(9, 17);MoveEast;(9, 18);1;1883
3;0.125;;(9, 17);;(9, 18);1;1884
3;0.125;;(9, 17);MoveEast;(10, 18);1;1885
3;0.125;;(9, 17);;(10, 18);1;1886
3;0.125;;(9, 17);;(10, 18);1;1887
3;0.125;;(9, 17);;(10, 18);1;1888
3;0.125;;(9, 17);;(10, 18);1;1889
3;0.125;;(9, 17);;(10, 18);1;1890
3;0.125;;(9, 17);;(10, 18);1;1891
3;0.125;;(9, 17);;(10, 18);1;1892
3;0.125;;(9, 17);;(10, 18);1;1893
3;0.125;;(9, 17);;(10, 18);1;1894
3;0.125;;(9, 17);;(10, 18);1;1895
3;0.125;;(9, 17);;(10, 18);1;1896
3;0.125;;(9, 17);;(10, 18);1;1897
3;0.125;;(9, 17);;(10, 18);1;1898
3;0.125;;(9, 17);;(10, 18);1;1899
3;0.125;;(9, 17);;(10, 18);1;1900
3;0.125;;(9, 17);;(10, 18);1;1901
3;0.125;;(9, 17);;(10, 18);1;1902
3;0.125;;(9, 17);;(10, 18);1;1903
3;0.125;;(9, 17);;(10, 18);1;1904
3;0.125;;(9, 17);;(10, 18);1;1905
3;0.125;;(9, 17);;(10, 18);1;1906
3;0.125;;(9, 17);;(10, 18);1;1907
3;0.125;;(9, 17);;(10, 18);1;1908
3;0.125;;(9, 17);;(10, 18);1;1909
3;0.125;;(9, 17);MoveEast;(10, 18);1;1910
3;0.125;;(9, 17);MoveEast;(10, 18);1;1911
3;0.125;;(9, 17);MoveEast;(10, 18);1;1912
3;0.125;;(9, 17);MoveEast;(10, 18);1;1913
3;0.125;;(9, 17);MoveEast;(10, 18);1;1914
3;0.125;;(9, 17);MoveEast;(11, 18);1;1915
3;0.125;;(9, 17);MoveEast;(11, 18);1;1916
3;0.125;;(9, 17);MoveEast;(11, 18);1;1917
3;0.125;;(9, 17);MoveEast;(11, 18);1;1918
3;0.125;;(9, 17);MoveEast;(11, 18);1;1919
3;0.125;;(9, 17);MoveEast;(11, 18);1;1920
3;0.125;;(9, 17);MoveEast;(12, 18);1;1921
3;0.125;;(9, 17);MoveEast;(12, 18);1;1922
3;0.125;;(9, 17);MoveEast;(12, 18);1;1923
3;0.125;;(9, 17);MoveEast;(12, 18);1;1924
3;0.125;;(9, 17);MoveEast;(12, 18);1;1925
3;0.125;;(9, 17);MoveEast;(12, 18);1;1926
3;0.125;;(9, 17);MoveEast;(13, 18);1;1927
3;0.125;;(9, 17);MoveEast;(13, 18);1;1928
3;0.125;;(9, 17);MoveEast;(13, 18);1;1929
3;0.125;;(9, 17);MoveEast;(13, 18);1;1930
3;0.125;;(9, 17);MoveEast;(13, 18);1;1931
3;0.125;;(9, 17);MoveEast;(13, 18);1;1932
3;0.125;;(9, 17);MoveEast;(14, 18);1;1933
3;0.125;;(9, 17);MoveEast;(14, 18);1;1934
3;0.125;;(9, 17);MoveEast;(14, 18);1;1935
3;0.125;;(9, 17);MoveEast;(14, 18);1;1936
3;0.125;;(9, 17);MoveEast;(14, 18);1;1937
3;0.125;;(9, 17);MoveEast;(14, 18);1;1938
3;0.125;;(9, 17);MoveEast;(15, 18);1;1939
3;0.125;;(9, 17);MoveEast;(16, 18);1;1940
3;0.125;;(9, 17);MoveEast;(17, 18);1;1941
3;0.125;;(9, 17);;(17, 18);1;1942
3;0.125;;(9, 17);MoveEast;(18, 18);1;1943
3;0.125;;(9, 17);;(18, 18);1;1944
3;0.125;;(9, 17);MoveEast;(19, 18);1;1945
3;0.125;;(9, 17);MoveEast;(20, 18);1;1946
3;0.125;;(9, 17);;(20, 18);1;1947
3;0.125;;(9, 17);MoveEast;(20, 18);1;1948
3;0.125;;(9, 17);MoveEast;(20, 18);1;1949
3;0.125;;(9, 17);MoveEast;(20, 18);1;1950
3;0.125;;(9, 17);MoveEast;(20, 18);1;1951
3;0.125;;(9, 17);MoveEast;(20, 18);1;1952
3;0.125;;(9, 17);MoveEast;(21, 18);1;1953
3;0.125;;(9, 17);MoveEast;(22, 18);1;1954
3;0.125;RemoveObject;(9, 17);;(22, 18);1;1955
3;0.125;RemoveObject;(9, 17);MoveEast;(23, 18);1;1956
3;0.125;RemoveObject;(9, 17);;(23, 18);1;1957
3;0.125;RemoveObject;(9, 17);MoveEast;(23, 18);1;1958
3;0.125;RemoveObject;(9, 17);;(23, 18);1;1959
3;0.125;RemoveObject;(9, 17);MoveSouth;(23, 18);1;1960
3;0.125;RemoveObject;(9, 17);MoveNorth;(23, 17);1;1961
3;0.125;RemoveObject;(9, 17);;(23, 17);1;1962
3;0.125;RemoveObject;(9, 17);MoveNorth;(23, 16);1;1963
3;0.125;RemoveObject;(9, 17);;(23, 16);1;1964
3;0.125;RemoveObject;(9, 17);MoveNorth;(23, 15);1;1965
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1966
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1967
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1968
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1969
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1970
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1971
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1972
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1973
3;0.125;RemoveObject;(9, 17);DropObjectTogether;(23, 15);1;1974
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1975
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1976
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1977
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1978
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1979
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1980
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1981
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1982
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1983
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1984
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1985
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1986
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1987
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1988
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1989
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1990
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1991
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1992
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1993
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1994
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1995
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1996
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1997
3;0.125;RemoveObject;(9, 17);;(23, 15);1;1998
6;0.25;RemoveObject;(9, 17);Drop;(23, 15);1;1999
6;0.25;RemoveObject;(9, 17);;(23, 15);1;2000
6;0.25;RemoveObject;(9, 17);;(23, 15);1;2001
6;0.25;RemoveObject;(9, 17);;(23, 15);1;2002
6;0.25;RemoveObject;(9, 17);;(23, 15);1;2003
6;0.25;RemoveObject;(9, 17);;(23, 15);1;2004
6;0.25;RemoveObject;(9, 17);;(23, 15);1;2005
6;0.25;RemoveObject;(9, 17);;(23, 15);1;2006
6;0.25;RemoveObject;(9, 17);MoveSouth;(23, 16);1;2007
6;0.25;RemoveObject;(9, 17);;(23, 16);1;2008
6;0.25;RemoveObject;(9, 17);MoveSouth;(23, 17);1;2009
6;0.25;RemoveObject;(9, 17);;(23, 17);1;2010
6;0.25;RemoveObject;(9, 17);MoveSouth;(23, 18);1;2011
6;0.25;RemoveObject;(9, 17);MoveSouth;(23, 18);1;2012
6;0.25;RemoveObject;(9, 17);;(23, 18);1;2013
6;0.25;RemoveObject;(9, 17);MoveWest;(22, 18);1;2014
6;0.25;RemoveObject;(9, 17);;(22, 18);1;2015
6;0.25;RemoveObject;(9, 17);;(22, 18);1;2016
6;0.25;RemoveObject;(9, 17);;(22, 18);1;2017
6;0.25;RemoveObject;(9, 17);MoveWest;(21, 18);1;2018
6;0.25;RemoveObject;(9, 17);;(21, 18);1;2019
6;0.25;RemoveObject;(9, 17);MoveWest;(20, 18);1;2020
6;0.25;RemoveObject;(9, 17);;(20, 18);1;2021
6;0.25;RemoveObject;(9, 17);MoveWest;(20, 18);1;2022
6;0.25;RemoveObject;(9, 17);MoveWest;(20, 18);1;2023
6;0.25;RemoveObject;(9, 17);MoveWest;(20, 18);1;2024
6;0.25;RemoveObject;(9, 17);MoveWest;(20, 18);1;2025
6;0.25;RemoveObject;(9, 17);MoveWest;(20, 18);1;2026
6;0.25;RemoveObject;(9, 17);MoveWest;(19, 18);1;2027
6;0.25;RemoveObject;(9, 17);MoveWest;(18, 18);1;2028
6;0.25;RemoveObject;(9, 17);;(18, 18);1;2029
6;0.25;RemoveObject;(9, 17);MoveWest;(17, 18);1;2030
6;0.25;RemoveObject;(9, 17);;(17, 18);1;2031
6;0.25;RemoveObject;(9, 17);MoveWest;(16, 18);1;2032
6;0.25;RemoveObject;(9, 17);;(16, 18);1;2033
6;0.25;RemoveObject;(9, 17);;(16, 18);1;2034
6;0.25;RemoveObject;(9, 17);;(16, 18);1;2035
6;0.25;RemoveObject;(9, 17);MoveNorth;(16, 17);1;2036
6;0.25;RemoveObject;(9, 17);;(16, 17);1;2037
6;0.25;RemoveObject;(9, 17);;(16, 17);1;2038
6;0.25;RemoveObject;(9, 17);MoveWest;(16, 17);1;2039
6;0.25;RemoveObject;(9, 17);MoveWest;(16, 17);1;2040
6;0.25;RemoveObject;(9, 17);MoveWest;(16, 17);1;2041
6;0.25;RemoveObject;(9, 17);MoveWest;(16, 17);1;2042
6;0.25;RemoveObject;(9, 17);MoveWest;(16, 17);1;2043
6;0.25;RemoveObject;(9, 17);MoveWest;(15, 17);1;2044
6;0.25;RemoveObject;(9, 17);MoveWest;(14, 17);1;2045
6;0.25;RemoveObject;(9, 17);;(14, 17);1;2046
6;0.25;RemoveObject;(9, 17);MoveWest;(14, 17);1;2047
6;0.25;RemoveObject;(9, 17);MoveWest;(14, 17);1;2048
6;0.25;RemoveObject;(9, 17);MoveWest;(14, 17);1;2049
6;0.25;RemoveObject;(9, 17);MoveWest;(14, 17);1;2050
6;0.25;RemoveObject;(9, 17);MoveWest;(14, 17);1;2051
6;0.25;RemoveObject;(9, 17);MoveWest;(13, 17);1;2052
6;0.25;RemoveObject;(9, 17);MoveWest;(12, 17);1;2053
6;0.25;RemoveObject;(9, 17);MoveWest;(11, 17);1;2054
6;0.25;RemoveObject;(9, 17);;(11, 17);1;2055
6;0.25;MoveNorth;(9, 17);MoveWest;(10, 17);1;2056
6;0.25;MoveNorth;(9, 17);;(10, 17);1;2057
6;0.25;MoveNorth;(9, 17);;(10, 17);1;2058
6;0.25;MoveNorth;(9, 17);;(10, 17);1;2059
6;0.25;MoveNorth;(9, 17);;(10, 17);1;2060
6;0.25;MoveNorth;(9, 17);;(10, 17);1;2061
6;0.25;MoveNorth;(9, 17);MoveWest;(9, 17);1;2062
6;0.25;MoveNorth;(9, 17);;(9, 17);1;2063
6;0.25;MoveNorth;(9, 16);;(9, 17);1;2064
6;0.25;MoveNorthWest;(9, 16);;(9, 17);1;2065
6;0.25;MoveNorthWest;(9, 16);;(9, 17);1;2066
6;0.25;MoveNorthWest;(9, 16);;(9, 17);1;2067
6;0.25;MoveNorthWest;(9, 16);;(9, 17);1;2068
6;0.25;MoveNorthWest;(9, 16);;(9, 17);1;2069
6;0.25;MoveNorthWest;(9, 16);MoveNorth;(9, 16);1;2070
6;0.25;MoveNorthWest;(9, 16);;(9, 16);1;2071
6;0.25;MoveNorthWest;(9, 16);;(9, 16);1;2072
6;0.25;MoveNorthWest;(8, 15);MoveNorth;(9, 15);1;2073
6;0.25;MoveNorth;(8, 15);MoveNorth;(9, 14);1;2074
6;0.25;MoveNorth;(8, 15);;(9, 14);1;2075
6;0.25;MoveNorth;(8, 15);MoveNorth;(9, 14);1;2076
6;0.25;MoveNorth;(8, 15);;(9, 14);1;2077
6;0.25;MoveNorth;(8, 15);;(9, 14);1;2078
6;0.25;MoveNorth;(8, 15);;(9, 14);1;2079
6;0.25;MoveNorth;(8, 15);;(9, 14);1;2080
6;0.25;MoveNorth;(8, 15);MoveSouth;(9, 15);1;2081
6;0.25;MoveNorth;(8, 14);;(9, 15);1;2082
6;0.25;MoveSouthEast;(8, 14);;(9, 15);1;2083
6;0.25;MoveSouthEast;(8, 14);;(9, 15);1;2084
6;0.25;MoveSouthEast;(8, 14);MoveEast;(10, 15);1;2085
6;0.25;MoveSouthEast;(8, 14);;(10, 15);1;2086
6;0.25;MoveSouthEast;(8, 14);;(10, 15);1;2087
6;0.25;MoveSouthEast;(8, 14);;(10, 15);1;2088
6;0.25;MoveSouthEast;(8, 14);;(10, 15);1;2089
6;0.25;MoveSouthEast;(8, 14);;(10, 15);1;2090
6;0.25;MoveSouthEast;(9, 15);;(10, 15);1;2091
6;0.25;MoveNorthEast;(9, 15);;(10, 15);1;2092
6;0.25;MoveNorthEast;(9, 15);;(10, 15);1;2093
6;0.25;MoveNorthEast;(9, 15);;(10, 15);1;2094
6;0.25;MoveNorthEast;(9, 15);;(10, 15);1;2095
6;0.25;MoveNorthEast;(9, 15);;(10, 15);1;2096
6;0.25;MoveNorthEast;(9, 15);;(10, 15);1;2097
6;0.25;MoveNorthEast;(9, 15);;(10, 15);1;2098
6;0.25;MoveNorthEast;(9, 15);;(10, 15);1;2099
6;0.25;MoveNorthEast;(10, 14);;(10, 15);1;2100
6;0.25;;(10, 14);;(10, 15);1;2101
6;0.25;;(10, 14);;(10, 15);1;2102
6;0.25;;(10, 14);;(10, 15);1;2103
6;0.25;;(10, 14);;(10, 15);1;2104
6;0.25;;(10, 14);;(10, 15);1;2105
6;0.25;;(10, 14);;(10, 15);1;2106
6;0.25;;(10, 14);;(10, 15);1;2107
6;0.25;;(10, 14);;(10, 15);1;2108
6;0.25;;(10, 14);;(10, 15);1;2109
6;0.25;;(10, 14);;(10, 15);1;2110
6;0.25;;(10, 14);;(10, 15);1;2111
6;0.25;;(10, 14);;(10, 15);1;2112
6;0.25;;(10, 14);;(10, 15);1;2113
6;0.25;;(10, 14);;(10, 15);1;2114
6;0.25;;(10, 14);;(10, 15);1;2115
6;0.25;;(10, 14);;(10, 15);1;2116
6;0.25;;(10, 14);;(10, 15);1;2117
6;0.25;;(10, 14);;(10, 15);1;2118
6;0.25;;(10, 14);;(10, 15);1;2119
6;0.25;;(10, 14);;(10, 15);1;2120
6;0.25;;(10, 14);;(10, 15);1;2121
6;0.25;;(10, 14);;(10, 15);1;2122
6;0.25;;(10, 14);;(10, 15);1;2123
6;0.25;Idle;(10, 14);;(10, 15);1;2124
6;0.25;Idle;(10, 14);;(10, 15);1;2125
6;0.25;Idle;(10, 14);;(10, 15);1;2126
6;0.25;Idle;(10, 14);;(10, 15);1;2127
6;0.25;Idle;(10, 14);;(10, 15);1;2128
6;0.25;Idle;(10, 14);;(10, 15);1;2129
6;0.25;Idle;(10, 14);;(10, 15);1;2130
