score;completeness;rescuebot_action;rescuebot_location;agent_action;agent_location;world_nr;tick_nr
0;0.0;;(9, 18);;(9, 5);1;94702
0;0.0;;(9, 18);;(9, 5);1;94703
0;0.0;;(9, 18);;(9, 5);1;94704
0;0.0;;(9, 18);;(9, 5);1;94705
0;0.0;;(9, 18);;(9, 5);1;94706
0;0.0;;(9, 18);;(9, 5);1;94707
0;0.0;;(9, 18);;(9, 5);1;94708
0;0.0;;(9, 18);;(9, 5);1;94709
0;0.0;;(9, 18);;(9, 5);1;94710
0;0.0;;(9, 18);;(9, 5);1;94711
0;0.0;;(9, 18);;(9, 5);1;94712
0;0.0;;(9, 18);;(9, 5);1;94713
0;0.0;;(9, 18);;(9, 5);1;94714
0;0.0;;(9, 18);;(9, 5);1;94715
0;0.0;;(9, 18);;(9, 5);1;94716
0;0.0;;(9, 18);;(9, 5);1;94717
0;0.0;;(9, 18);;(9, 5);1;94718
0;0.0;;(9, 18);;(9, 5);1;94719
0;0.0;;(9, 18);;(9, 5);1;94720
0;0.0;;(9, 18);;(9, 5);1;94721
0;0.0;;(9, 18);;(9, 5);1;94722
0;0.0;;(9, 18);;(9, 5);1;94723
0;0.0;;(9, 18);;(9, 5);1;94724
0;0.0;;(9, 18);;(9, 5);1;94725
0;0.0;;(9, 18);;(9, 5);1;94726
0;0.0;;(9, 18);;(9, 5);1;94727
0;0.0;;(9, 18);;(9, 5);1;94728
0;0.0;;(9, 18);;(9, 5);1;94729
0;0.0;;(9, 18);;(9, 5);1;94730
0;0.0;;(9, 18);;(9, 5);1;94731
0;0.0;;(9, 18);;(9, 5);1;94732
0;0.0;;(9, 18);;(9, 5);1;94733
0;0.0;;(9, 18);;(9, 5);1;94734
0;0.0;;(9, 18);;(9, 5);1;94735
0;0.0;;(9, 18);;(9, 5);1;94736
0;0.0;;(9, 18);;(9, 5);1;94737
0;0.0;;(9, 18);;(9, 5);1;94738
0;0.0;;(9, 18);;(9, 5);1;94739
0;0.0;;(9, 18);;(9, 5);1;94740
0;0.0;;(9, 18);;(9, 5);1;94741
0;0.0;;(9, 18);;(9, 5);1;94742
0;0.0;;(9, 18);;(9, 5);1;94743
0;0.0;;(9, 18);;(9, 5);1;94744
0;0.0;;(9, 18);;(9, 5);1;94745
0;0.0;;(9, 18);;(9, 5);1;94746
0;0.0;;(9, 18);;(9, 5);1;94747
0;0.0;;(9, 18);;(9, 5);1;94748
0;0.0;;(9, 18);;(9, 5);1;94749
0;0.0;;(9, 18);;(9, 5);1;94750
0;0.0;;(9, 18);;(9, 5);1;94751
0;0.0;;(9, 18);;(9, 5);1;94752
0;0.0;;(9, 18);;(9, 5);1;94753
0;0.0;;(9, 18);;(9, 5);1;94754
0;0.0;;(9, 18);;(9, 5);1;94755
0;0.0;;(9, 18);;(9, 5);1;94756
0;0.0;;(9, 18);;(9, 5);1;94757
0;0.0;;(9, 18);;(9, 5);1;94758
0;0.0;;(9, 18);;(9, 5);1;94759
0;0.0;;(9, 18);;(9, 5);1;94760
0;0.0;;(9, 18);;(9, 5);1;94761
0;0.0;;(9, 18);;(9, 5);1;94762
0;0.0;;(9, 18);;(9, 5);1;94763
0;0.0;;(9, 18);;(9, 5);1;94764
0;0.0;;(9, 18);;(9, 5);1;94765
0;0.0;;(9, 18);;(9, 5);1;94766
0;0.0;;(9, 18);;(9, 5);1;94767
0;0.0;;(9, 18);;(9, 5);1;94768
0;0.0;;(9, 18);;(9, 5);1;94769
0;0.0;;(9, 18);;(9, 5);1;94770
0;0.0;;(9, 18);;(9, 5);1;94771
0;0.0;;(9, 18);;(9, 5);1;94772
0;0.0;;(9, 18);;(9, 5);1;94773
0;0.0;;(9, 18);;(9, 5);1;94774
0;0.0;;(9, 18);;(9, 5);1;94775
0;0.0;;(9, 18);;(9, 5);1;94776
0;0.0;;(9, 18);;(9, 5);1;94777
0;0.0;;(9, 18);;(9, 5);1;94778
0;0.0;;(9, 18);;(9, 5);1;94779
0;0.0;;(9, 18);;(9, 5);1;94780
0;0.0;;(9, 18);;(9, 5);1;94781
0;0.0;;(9, 18);;(9, 5);1;94782
0;0.0;;(9, 18);;(9, 5);1;94783
0;0.0;;(9, 18);;(9, 5);1;94784
0;0.0;;(9, 18);;(9, 5);1;94785
0;0.0;;(9, 18);;(9, 5);1;94786
0;0.0;;(9, 18);;(9, 5);1;94787
0;0.0;;(9, 18);;(9, 5);1;94788
0;0.0;;(9, 18);;(9, 5);1;94789
0;0.0;;(9, 18);;(9, 5);1;94790
0;0.0;;(9, 18);;(9, 5);1;94791
0;0.0;;(9, 18);;(9, 5);1;94792
0;0.0;;(9, 18);;(9, 5);1;94793
0;0.0;;(9, 18);;(9, 5);1;94794
0;0.0;;(9, 18);;(9, 5);1;94795
0;0.0;;(9, 18);;(9, 5);1;94796
0;0.0;;(9, 18);;(9, 5);1;94797
0;0.0;;(9, 18);;(9, 5);1;94798
0;0.0;;(9, 18);;(9, 5);1;94799
0;0.0;;(9, 18);;(9, 5);1;94800
0;0.0;;(9, 18);;(9, 5);1;94801
0;0.0;;(9, 18);;(9, 5);1;94802
0;0.0;;(9, 18);;(9, 5);1;94803
0;0.0;;(9, 18);;(9, 5);1;94804
0;0.0;;(9, 18);;(9, 5);1;94805
0;0.0;;(9, 18);;(9, 5);1;94806
0;0.0;;(9, 18);;(9, 5);1;94807
0;0.0;;(9, 18);;(9, 5);1;94808
0;0.0;;(9, 18);;(9, 5);1;94809
0;0.0;;(9, 18);;(9, 5);1;94810
0;0.0;;(9, 18);;(9, 5);1;94811
0;0.0;;(9, 18);;(9, 5);1;94812
0;0.0;;(9, 18);;(9, 5);1;94813
0;0.0;;(9, 18);;(9, 5);1;94814
0;0.0;;(9, 18);;(9, 5);1;94815
0;0.0;;(9, 18);;(9, 5);1;94816
0;0.0;;(9, 18);;(9, 5);1;94817
0;0.0;;(9, 18);;(9, 5);1;94818
0;0.0;;(9, 18);;(9, 5);1;94819
0;0.0;;(9, 18);;(9, 5);1;94820
0;0.0;;(9, 18);;(9, 5);1;94821
0;0.0;;(9, 18);;(9, 5);1;94822
0;0.0;;(9, 18);;(9, 5);1;94823
0;0.0;;(9, 18);;(9, 5);1;94824
0;0.0;;(9, 18);;(9, 5);1;94825
0;0.0;;(9, 18);;(9, 5);1;94826
0;0.0;;(9, 18);;(9, 5);1;94827
0;0.0;;(9, 18);;(9, 5);1;94828
0;0.0;;(9, 18);;(9, 5);1;94829
0;0.0;;(9, 18);;(9, 5);1;94830
0;0.0;;(9, 18);;(9, 5);1;94831
0;0.0;;(9, 18);;(9, 5);1;94832
0;0.0;;(9, 18);;(9, 5);1;94833
0;0.0;;(9, 18);;(9, 5);1;94834
0;0.0;;(9, 18);;(9, 5);1;94835
0;0.0;;(9, 18);;(9, 5);1;94836
0;0.0;;(9, 18);;(9, 5);1;94837
0;0.0;;(9, 18);;(9, 5);1;94838
0;0.0;;(9, 18);;(9, 5);1;94839
0;0.0;;(9, 18);;(9, 5);1;94840
0;0.0;;(9, 18);;(9, 5);1;94841
0;0.0;;(9, 18);;(9, 5);1;94842
0;0.0;;(9, 18);;(9, 5);1;94843
0;0.0;;(9, 18);;(9, 5);1;94844
0;0.0;;(9, 18);;(9, 5);1;94845
0;0.0;;(9, 18);;(9, 5);1;94846
0;0.0;;(9, 18);;(9, 5);1;94847
0;0.0;;(9, 18);;(9, 5);1;94848
0;0.0;;(9, 18);;(9, 5);1;94849
0;0.0;;(9, 18);;(9, 5);1;94850
0;0.0;;(9, 18);;(9, 5);1;94851
0;0.0;;(9, 18);;(9, 5);1;94852
0;0.0;;(9, 18);;(9, 5);1;94853
0;0.0;;(9, 18);;(9, 5);1;94854
0;0.0;;(9, 18);;(9, 5);1;94855
0;0.0;;(9, 18);;(9, 5);1;94856
0;0.0;;(9, 18);;(9, 5);1;94857
0;0.0;;(9, 18);;(9, 5);1;94858
0;0.0;;(9, 18);;(9, 5);1;94859
0;0.0;;(9, 18);;(9, 5);1;94860
0;0.0;;(9, 18);;(9, 5);1;94861
0;0.0;;(9, 18);;(9, 5);1;94862
0;0.0;;(9, 18);;(9, 5);1;94863
0;0.0;;(9, 18);;(9, 5);1;94864
0;0.0;;(9, 18);;(9, 5);1;94865
0;0.0;;(9, 18);;(9, 5);1;94866
0;0.0;;(9, 18);;(9, 5);1;94867
0;0.0;;(9, 18);;(9, 5);1;94868
0;0.0;;(9, 18);;(9, 5);1;94869
0;0.0;;(9, 18);;(9, 5);1;94870
0;0.0;;(9, 18);;(9, 5);1;94871
0;0.0;;(9, 18);;(9, 5);1;94872
0;0.0;;(9, 18);;(9, 5);1;94873
0;0.0;;(9, 18);;(9, 5);1;94874
0;0.0;;(9, 18);;(9, 5);1;94875
0;0.0;;(9, 18);;(9, 5);1;94876
0;0.0;;(9, 18);;(9, 5);1;94877
0;0.0;;(9, 18);;(9, 5);1;94878
0;0.0;;(9, 18);;(9, 5);1;94879
0;0.0;;(9, 18);;(9, 5);1;94880
0;0.0;;(9, 18);;(9, 5);1;94881
0;0.0;;(9, 18);;(9, 5);1;94882
0;0.0;;(9, 18);;(9, 5);1;94883
0;0.0;;(9, 18);;(9, 5);1;94884
0;0.0;;(9, 18);;(9, 5);1;94885
0;0.0;;(9, 18);;(9, 5);1;94886
0;0.0;;(9, 18);;(9, 5);1;94887
0;0.0;;(9, 18);;(9, 5);1;94888
0;0.0;;(9, 18);;(9, 5);1;94889
0;0.0;;(9, 18);;(9, 5);1;94890
0;0.0;;(9, 18);;(9, 5);1;94891
0;0.0;;(9, 18);;(9, 5);1;94892
0;0.0;;(9, 18);;(9, 5);1;94893
0;0.0;;(9, 18);;(9, 5);1;94894
0;0.0;;(9, 18);;(9, 5);1;94895
0;0.0;;(9, 18);;(9, 5);1;94896
0;0.0;;(9, 18);;(9, 5);1;94897
0;0.0;;(9, 18);;(9, 5);1;94898
0;0.0;;(9, 18);;(9, 5);1;94899
0;0.0;;(9, 18);;(9, 5);1;94900
0;0.0;;(9, 18);;(9, 5);1;94901
0;0.0;;(9, 18);;(9, 5);1;94902
0;0.0;;(9, 18);;(9, 5);1;94903
0;0.0;;(9, 18);;(9, 5);1;94904
0;0.0;;(9, 18);;(9, 5);1;94905
0;0.0;;(9, 18);;(9, 5);1;94906
0;0.0;;(9, 18);;(9, 5);1;94907
0;0.0;;(9, 18);;(9, 5);1;94908
0;0.0;;(9, 18);;(9, 5);1;94909
0;0.0;;(9, 18);;(9, 5);1;94910
0;0.0;;(9, 18);;(9, 5);1;94911
0;0.0;;(9, 18);;(9, 5);1;94912
0;0.0;;(9, 18);;(9, 5);1;94913
0;0.0;;(9, 18);;(9, 5);1;94914
0;0.0;;(9, 18);;(9, 5);1;94915
0;0.0;;(9, 18);;(9, 5);1;94916
0;0.0;;(9, 18);;(9, 5);1;94917
0;0.0;;(9, 18);;(9, 5);1;94918
0;0.0;;(9, 18);;(9, 5);1;94919
0;0.0;;(9, 18);;(9, 5);1;94920
0;0.0;;(9, 18);;(9, 5);1;94921
0;0.0;;(9, 18);;(9, 5);1;94922
0;0.0;;(9, 18);;(9, 5);1;94923
0;0.0;;(9, 18);;(9, 5);1;94924
0;0.0;;(9, 18);;(9, 5);1;94925
0;0.0;;(9, 18);;(9, 5);1;94926
0;0.0;;(9, 18);;(9, 5);1;94927
0;0.0;;(9, 18);;(9, 5);1;94928
0;0.0;;(9, 18);;(9, 5);1;94929
0;0.0;;(9, 18);;(9, 5);1;94930
0;0.0;;(9, 18);;(9, 5);1;94931
0;0.0;;(9, 18);;(9, 5);1;94932
0;0.0;;(9, 18);;(9, 5);1;94933
0;0.0;;(9, 18);;(9, 5);1;94934
0;0.0;;(9, 18);;(9, 5);1;94935
0;0.0;;(9, 18);;(9, 5);1;94936
0;0.0;;(9, 18);;(9, 5);1;94937
0;0.0;;(9, 18);;(9, 5);1;94938
0;0.0;;(9, 18);;(9, 5);1;94939
0;0.0;;(9, 18);;(9, 5);1;94940
0;0.0;;(9, 18);;(9, 5);1;94941
0;0.0;;(9, 18);;(9, 5);1;94942
0;0.0;;(9, 18);;(9, 5);1;94943
0;0.0;;(9, 18);;(9, 5);1;94944
0;0.0;;(9, 18);;(9, 5);1;94945
0;0.0;;(9, 18);;(9, 5);1;94946
0;0.0;;(9, 18);;(9, 5);1;94947
0;0.0;;(9, 18);;(9, 5);1;94948
0;0.0;;(9, 18);;(9, 5);1;94949
0;0.0;;(9, 18);;(9, 5);1;94950
0;0.0;;(9, 18);;(9, 5);1;94951
0;0.0;;(9, 18);;(9, 5);1;94952
0;0.0;;(9, 18);;(9, 5);1;94953
0;0.0;;(9, 18);;(9, 5);1;94954
0;0.0;;(9, 18);;(9, 5);1;94955
0;0.0;;(9, 18);;(9, 5);1;94956
0;0.0;;(9, 18);;(9, 5);1;94957
0;0.0;;(9, 18);;(9, 5);1;94958
0;0.0;;(9, 18);;(9, 5);1;94959
0;0.0;;(9, 18);;(9, 5);1;94960
0;0.0;;(9, 18);;(9, 5);1;94961
0;0.0;;(9, 18);;(9, 5);1;94962
0;0.0;;(9, 18);;(9, 5);1;94963
0;0.0;;(9, 18);;(9, 5);1;94964
0;0.0;;(9, 18);;(9, 5);1;94965
0;0.0;;(9, 18);;(9, 5);1;94966
0;0.0;;(9, 18);;(9, 5);1;94967
0;0.0;;(9, 18);;(9, 5);1;94968
0;0.0;;(9, 18);;(9, 5);1;94969
0;0.0;;(9, 18);;(9, 5);1;94970
0;0.0;;(9, 18);;(9, 5);1;94971
0;0.0;;(9, 18);;(9, 5);1;94972
0;0.0;;(9, 18);;(9, 5);1;94973
0;0.0;;(9, 18);;(9, 5);1;94974
0;0.0;;(9, 18);;(9, 5);1;94975
0;0.0;;(9, 18);;(9, 5);1;94976
0;0.0;;(9, 18);;(9, 5);1;94977
0;0.0;;(9, 18);;(9, 5);1;94978
0;0.0;;(9, 18);;(9, 5);1;94979
0;0.0;;(9, 18);;(9, 5);1;94980
0;0.0;;(9, 18);;(9, 5);1;94981
0;0.0;;(9, 18);;(9, 5);1;94982
0;0.0;;(9, 18);;(9, 5);1;94983
0;0.0;;(9, 18);;(9, 5);1;94984
0;0.0;;(9, 18);;(9, 5);1;94985
0;0.0;;(9, 18);;(9, 5);1;94986
0;0.0;;(9, 18);;(9, 5);1;94987
0;0.0;;(9, 18);;(9, 5);1;94988
0;0.0;;(9, 18);;(9, 5);1;94989
0;0.0;;(9, 18);;(9, 5);1;94990
0;0.0;;(9, 18);;(9, 5);1;94991
0;0.0;;(9, 18);;(9, 5);1;94992
0;0.0;;(9, 18);;(9, 5);1;94993
0;0.0;;(9, 18);;(9, 5);1;94994
0;0.0;;(9, 18);;(9, 5);1;94995
0;0.0;;(9, 18);;(9, 5);1;94996
0;0.0;;(9, 18);;(9, 5);1;94997
0;0.0;;(9, 18);;(9, 5);1;94998
0;0.0;;(9, 18);;(9, 5);1;94999
0;0.0;;(9, 18);;(9, 5);1;95000
0;0.0;;(9, 18);;(9, 5);1;95001
0;0.0;;(9, 18);;(9, 5);1;95002
0;0.0;;(9, 18);;(9, 5);1;95003
0;0.0;;(9, 18);;(9, 5);1;95004
0;0.0;;(9, 18);;(9, 5);1;95005
0;0.0;;(9, 18);;(9, 5);1;95006
0;0.0;;(9, 18);;(9, 5);1;95007
0;0.0;;(9, 18);;(9, 5);1;95008
0;0.0;;(9, 18);;(9, 5);1;95009
0;0.0;;(9, 18);;(9, 5);1;95010
0;0.0;;(9, 18);;(9, 5);1;95011
0;0.0;;(9, 18);;(9, 5);1;95012
0;0.0;;(9, 18);;(9, 5);1;95013
0;0.0;;(9, 18);;(9, 5);1;95014
0;0.0;;(9, 18);;(9, 5);1;95015
0;0.0;;(9, 18);;(9, 5);1;95016
0;0.0;;(9, 18);;(9, 5);1;95017
0;0.0;;(9, 18);;(9, 5);1;95018
0;0.0;;(9, 18);;(9, 5);1;95019
0;0.0;;(9, 18);;(9, 5);1;95020
0;0.0;;(9, 18);;(9, 5);1;95021
0;0.0;;(9, 18);;(9, 5);1;95022
0;0.0;;(9, 18);;(9, 5);1;95023
0;0.0;;(9, 18);;(9, 5);1;95024
0;0.0;;(9, 18);;(9, 5);1;95025
0;0.0;;(9, 18);;(9, 5);1;95026
0;0.0;;(9, 18);;(9, 5);1;95027
0;0.0;;(9, 18);;(9, 5);1;95028
0;0.0;;(9, 18);;(9, 5);1;95029
0;0.0;;(9, 18);;(9, 5);1;95030
0;0.0;;(9, 18);;(9, 5);1;95031
0;0.0;;(9, 18);;(9, 5);1;95032
0;0.0;;(9, 18);;(9, 5);1;95033
0;0.0;;(9, 18);;(9, 5);1;95034
0;0.0;;(9, 18);;(9, 5);1;95035
0;0.0;;(9, 18);;(9, 5);1;95036
0;0.0;;(9, 18);;(9, 5);1;95037
0;0.0;;(9, 18);;(9, 5);1;95038
0;0.0;;(9, 18);;(9, 5);1;95039
0;0.0;;(9, 18);;(9, 5);1;95040
0;0.0;;(9, 18);;(9, 5);1;95041
0;0.0;;(9, 18);;(9, 5);1;95042
0;0.0;;(9, 18);;(9, 5);1;95043
0;0.0;;(9, 18);;(9, 5);1;95044
0;0.0;;(9, 18);;(9, 5);1;95045
0;0.0;;(9, 18);;(9, 5);1;95046
0;0.0;;(9, 18);;(9, 5);1;95047
0;0.0;;(9, 18);;(9, 5);1;95048
0;0.0;;(9, 18);;(9, 5);1;95049
0;0.0;;(9, 18);;(9, 5);1;95050
0;0.0;;(9, 18);;(9, 5);1;95051
0;0.0;;(9, 18);;(9, 5);1;95052
0;0.0;;(9, 18);;(9, 5);1;95053
0;0.0;;(9, 18);;(9, 5);1;95054
0;0.0;;(9, 18);;(9, 5);1;95055
0;0.0;;(9, 18);;(9, 5);1;95056
0;0.0;;(9, 18);;(9, 5);1;95057
0;0.0;;(9, 18);;(9, 5);1;95058
0;0.0;;(9, 18);;(9, 5);1;95059
0;0.0;;(9, 18);;(9, 5);1;95060
0;0.0;;(9, 18);;(9, 5);1;95061
0;0.0;;(9, 18);;(9, 5);1;95062
0;0.0;;(9, 18);;(9, 5);1;95063
0;0.0;;(9, 18);;(9, 5);1;95064
0;0.0;;(9, 18);;(9, 5);1;95065
0;0.0;;(9, 18);;(9, 5);1;95066
0;0.0;;(9, 18);;(9, 5);1;95067
0;0.0;;(9, 18);;(9, 5);1;95068
0;0.0;;(9, 18);;(9, 5);1;95069
0;0.0;;(9, 18);;(9, 5);1;95070
0;0.0;;(9, 18);;(9, 5);1;95071
0;0.0;;(9, 18);;(9, 5);1;95072
0;0.0;;(9, 18);;(9, 5);1;95073
0;0.0;;(9, 18);;(9, 5);1;95074
0;0.0;;(9, 18);;(9, 5);1;95075
0;0.0;;(9, 18);;(9, 5);1;95076
0;0.0;;(9, 18);;(9, 5);1;95077
0;0.0;;(9, 18);;(9, 5);1;95078
0;0.0;;(9, 18);;(9, 5);1;95079
0;0.0;;(9, 18);;(9, 5);1;95080
0;0.0;;(9, 18);;(9, 5);1;95081
0;0.0;;(9, 18);;(9, 5);1;95082
0;0.0;;(9, 18);;(9, 5);1;95083
0;0.0;;(9, 18);;(9, 5);1;95084
0;0.0;;(9, 18);;(9, 5);1;95085
0;0.0;;(9, 18);;(9, 5);1;95086
0;0.0;;(9, 18);;(9, 5);1;95087
0;0.0;;(9, 18);;(9, 5);1;95088
0;0.0;;(9, 18);;(9, 5);1;95089
0;0.0;;(9, 18);;(9, 5);1;95090
0;0.0;;(9, 18);;(9, 5);1;95091
0;0.0;;(9, 18);;(9, 5);1;95092
0;0.0;;(9, 18);;(9, 5);1;95093
0;0.0;;(9, 18);;(9, 5);1;95094
0;0.0;;(9, 18);;(9, 5);1;95095
0;0.0;;(9, 18);;(9, 5);1;95096
0;0.0;;(9, 18);;(9, 5);1;95097
0;0.0;;(9, 18);;(9, 5);1;95098
0;0.0;;(9, 18);;(9, 5);1;95099
0;0.0;;(9, 18);;(9, 5);1;95100
0;0.0;;(9, 18);;(9, 5);1;95101
0;0.0;;(9, 18);;(9, 5);1;95102
0;0.0;;(9, 18);;(9, 5);1;95103
0;0.0;;(9, 18);;(9, 5);1;95104
0;0.0;;(9, 18);;(9, 5);1;95105
0;0.0;;(9, 18);;(9, 5);1;95106
0;0.0;;(9, 18);;(9, 5);1;95107
0;0.0;;(9, 18);;(9, 5);1;95108
0;0.0;;(9, 18);;(9, 5);1;95109
0;0.0;;(9, 18);;(9, 5);1;95110
0;0.0;;(9, 18);;(9, 5);1;95111
0;0.0;;(9, 18);;(9, 5);1;95112
0;0.0;;(9, 18);;(9, 5);1;95113
0;0.0;;(9, 18);;(9, 5);1;95114
0;0.0;;(9, 18);;(9, 5);1;95115
0;0.0;;(9, 18);;(9, 5);1;95116
0;0.0;;(9, 18);;(9, 5);1;95117
0;0.0;;(9, 18);;(9, 5);1;95118
0;0.0;;(9, 18);;(9, 5);1;95119
0;0.0;;(9, 18);;(9, 5);1;95120
0;0.0;;(9, 18);;(9, 5);1;95121
0;0.0;;(9, 18);;(9, 5);1;95122
0;0.0;;(9, 18);;(9, 5);1;95123
0;0.0;;(9, 18);;(9, 5);1;95124
0;0.0;;(9, 18);;(9, 5);1;95125
0;0.0;;(9, 18);;(9, 5);1;95126
0;0.0;;(9, 18);;(9, 5);1;95127
0;0.0;;(9, 18);;(9, 5);1;95128
0;0.0;;(9, 18);;(9, 5);1;95129
0;0.0;;(9, 18);;(9, 5);1;95130
0;0.0;;(9, 18);;(9, 5);1;95131
0;0.0;;(9, 18);;(9, 5);1;95132
0;0.0;;(9, 18);;(9, 5);1;95133
0;0.0;;(9, 18);;(9, 5);1;95134
0;0.0;;(9, 18);;(9, 5);1;95135
0;0.0;;(9, 18);;(9, 5);1;95136
0;0.0;;(9, 18);;(9, 5);1;95137
0;0.0;;(9, 18);;(9, 5);1;95138
0;0.0;;(9, 18);;(9, 5);1;95139
0;0.0;;(9, 18);;(9, 5);1;95140
0;0.0;;(9, 18);;(9, 5);1;95141
0;0.0;;(9, 18);;(9, 5);1;95142
0;0.0;;(9, 18);;(9, 5);1;95143
0;0.0;;(9, 18);;(9, 5);1;95144
0;0.0;;(9, 18);;(9, 5);1;95145
0;0.0;;(9, 18);;(9, 5);1;95146
0;0.0;;(9, 18);;(9, 5);1;95147
0;0.0;;(9, 18);;(9, 5);1;95148
0;0.0;;(9, 18);;(9, 5);1;95149
0;0.0;;(9, 18);;(9, 5);1;95150
0;0.0;;(9, 18);;(9, 5);1;95151
0;0.0;;(9, 18);;(9, 5);1;95152
0;0.0;;(9, 18);;(9, 5);1;95153
0;0.0;;(9, 18);;(9, 5);1;95154
0;0.0;;(9, 18);;(9, 5);1;95155
0;0.0;;(9, 18);;(9, 5);1;95156
0;0.0;;(9, 18);;(9, 5);1;95157
0;0.0;;(9, 18);;(9, 5);1;95158
0;0.0;;(9, 18);;(9, 5);1;95159
0;0.0;;(9, 18);;(9, 5);1;95160
0;0.0;;(9, 18);;(9, 5);1;95161
0;0.0;;(9, 18);;(9, 5);1;95162
0;0.0;;(9, 18);;(9, 5);1;95163
0;0.0;;(9, 18);;(9, 5);1;95164
0;0.0;;(9, 18);;(9, 5);1;95165
0;0.0;;(9, 18);;(9, 5);1;95166
0;0.0;;(9, 18);;(9, 5);1;95167
0;0.0;;(9, 18);;(9, 5);1;95168
0;0.0;;(9, 18);;(9, 5);1;95169
0;0.0;;(9, 18);;(9, 5);1;95170
0;0.0;;(9, 18);;(9, 5);1;95171
0;0.0;;(9, 18);;(9, 5);1;95172
0;0.0;;(9, 18);;(9, 5);1;95173
0;0.0;;(9, 18);;(9, 5);1;95174
0;0.0;;(9, 18);;(9, 5);1;95175
0;0.0;;(9, 18);;(9, 5);1;95176
0;0.0;;(9, 18);;(9, 5);1;95177
0;0.0;;(9, 18);;(9, 5);1;95178
0;0.0;;(9, 18);;(9, 5);1;95179
0;0.0;;(9, 18);;(9, 5);1;95180
0;0.0;;(9, 18);;(9, 5);1;95181
0;0.0;;(9, 18);;(9, 5);1;95182
0;0.0;;(9, 18);;(9, 5);1;95183
0;0.0;;(9, 18);;(9, 5);1;95184
0;0.0;;(9, 18);;(9, 5);1;95185
0;0.0;;(9, 18);;(9, 5);1;95186
0;0.0;;(9, 18);;(9, 5);1;95187
0;0.0;;(9, 18);;(9, 5);1;95188
0;0.0;;(9, 18);;(9, 5);1;95189
0;0.0;;(9, 18);;(9, 5);1;95190
0;0.0;;(9, 18);;(9, 5);1;95191
0;0.0;;(9, 18);;(9, 5);1;95192
0;0.0;;(9, 18);;(9, 5);1;95193
0;0.0;;(9, 18);;(9, 5);1;95194
0;0.0;;(9, 18);;(9, 5);1;95195
0;0.0;;(9, 18);;(9, 5);1;95196
0;0.0;;(9, 18);;(9, 5);1;95197
0;0.0;;(9, 18);;(9, 5);1;95198
0;0.0;;(9, 18);;(9, 5);1;95199
0;0.0;;(9, 18);;(9, 5);1;95200
0;0.0;;(9, 18);;(9, 5);1;95201
0;0.0;;(9, 18);;(9, 5);1;95202
0;0.0;;(9, 18);;(9, 5);1;95203
0;0.0;;(9, 18);;(9, 5);1;95204
0;0.0;;(9, 18);;(9, 5);1;95205
0;0.0;;(9, 18);;(9, 5);1;95206
0;0.0;;(9, 18);;(9, 5);1;95207
0;0.0;;(9, 18);;(9, 5);1;95208
0;0.0;;(9, 18);;(9, 5);1;95209
0;0.0;;(9, 18);;(9, 5);1;95210
0;0.0;;(9, 18);;(9, 5);1;95211
0;0.0;;(9, 18);;(9, 5);1;95212
0;0.0;;(9, 18);;(9, 5);1;95213
0;0.0;;(9, 18);;(9, 5);1;95214
0;0.0;;(9, 18);;(9, 5);1;95215
0;0.0;;(9, 18);;(9, 5);1;95216
0;0.0;;(9, 18);;(9, 5);1;95217
0;0.0;;(9, 18);;(9, 5);1;95218
0;0.0;;(9, 18);;(9, 5);1;95219
0;0.0;;(9, 18);;(9, 5);1;95220
0;0.0;;(9, 18);;(9, 5);1;95221
0;0.0;;(9, 18);;(9, 5);1;95222
0;0.0;;(9, 18);;(9, 5);1;95223
0;0.0;;(9, 18);;(9, 5);1;95224
0;0.0;;(9, 18);;(9, 5);1;95225
0;0.0;;(9, 18);;(9, 5);1;95226
0;0.0;;(9, 18);;(9, 5);1;95227
0;0.0;;(9, 18);;(9, 5);1;95228
0;0.0;;(9, 18);;(9, 5);1;95229
0;0.0;;(9, 18);;(9, 5);1;95230
0;0.0;;(9, 18);;(9, 5);1;95231
0;0.0;;(9, 18);;(9, 5);1;95232
0;0.0;;(9, 18);;(9, 5);1;95233
0;0.0;;(9, 18);;(9, 5);1;95234
0;0.0;;(9, 18);;(9, 5);1;95235
0;0.0;;(9, 18);;(9, 5);1;95236
0;0.0;;(9, 18);;(9, 5);1;95237
0;0.0;;(9, 18);;(9, 5);1;95238
0;0.0;;(9, 18);;(9, 5);1;95239
0;0.0;;(9, 18);;(9, 5);1;95240
0;0.0;;(9, 18);;(9, 5);1;95241
0;0.0;;(9, 18);;(9, 5);1;95242
0;0.0;;(9, 18);;(9, 5);1;95243
0;0.0;;(9, 18);;(9, 5);1;95244
0;0.0;;(9, 18);;(9, 5);1;95245
0;0.0;;(9, 18);;(9, 5);1;95246
0;0.0;;(9, 18);;(9, 5);1;95247
0;0.0;;(9, 18);;(9, 5);1;95248
0;0.0;;(9, 18);;(9, 5);1;95249
0;0.0;;(9, 18);;(9, 5);1;95250
0;0.0;;(9, 18);;(9, 5);1;95251
0;0.0;;(9, 18);;(9, 5);1;95252
0;0.0;;(9, 18);;(9, 5);1;95253
0;0.0;;(9, 18);;(9, 5);1;95254
0;0.0;;(9, 18);;(9, 5);1;95255
0;0.0;;(9, 18);;(9, 5);1;95256
0;0.0;;(9, 18);;(9, 5);1;95257
0;0.0;;(9, 18);;(9, 5);1;95258
0;0.0;;(9, 18);;(9, 5);1;95259
